"","logistic probs"
"630",0.0234228131633219
"631",0.0463148504877733
"636",0.05209596771346
"637",0.0199120096832556
"639",0.0844484283298376
"641",0.149849979211187
"642",0.0997310905768825
"643",0.0623018881759468
"644",0.0940714831181804
"648",0.145500266580965
"649",0.0193829130002396
"650",0.0192319023572846
"652",0.0749067424128832
"654",0.0806898753095633
"656",0.0390068057973294
"657",0.11276840258996
"661",0.0667891128419084
"662",0.0529781506905724
"665",0.104939996839435
"671",0.0910719200373034
"672",0.0174966923092976
"673",0.0866668970054245
"674",0.0965161007492508
"675",0.0808872978931295
"676",0.0370524199499355
"677",0.0268415629607126
"678",0.0320256462583484
"679",0.05209596771346
"680",0.0655679867861393
"681",0.11666474569619
"682",0.0281687053015186
"683",0.0284857888413352
"684",0.0296282162942905
"686",0.0065056174315269
"687",0.0748453586952968
"693",0.038874151441431
"694",0.0387089421726926
"696",0.0185374860648635
"698",0.0172696489830854
"699",0.0899050396056992
"700",0.0508842125013648
"701",0.196313472596735
"703",0.0981826495798546
"706",0.027284884318567
"707",0.0103686790212742
"708",0.052447162621577
"709",0.039330340248097
"711",0.00734180045253157
"712",0.0429859554223461
"714",0.00729673080759643
"717",0.00766713272935261
"718",0.0958537807585145
"722",0.0550747404405514
"724",0.170470408328893
"725",0.060514362708945
"727",0.106532004804753
"730",0.0519648434648127
"732",0.0366435754658127
"733",0.0304099738195164
"734",0.0668996629783998
"735",0.014425927837679
"736",0.105859108879349
"737",0.0883225831518183
"739",0.0484054767941926
"740",0.0283146234230773
"744",0.0504028292839551
"745",0.0417279680521877
"749",0.057908115508478
"754",0.0387089421726926
"755",0.0271441246670052
"757",0.0935441722229491
"760",0.0380223936626014
"764",0.0143505274099564
"765",0.0864848699678479
"766",0.0276089795823017
"767",0.0803618142942873
"768",0.0888233440674965
"770",0.0104811104374165
"772",0.0391065814610504
"773",0.24914991789658
"774",0.0445433698184845
"777",0.162635722504968
"778",0.0576668681997642
"779",0.0522712864892808
"782",0.0119669215311592
"784",0.0331912394947342
"785",0.0674940661831609
"789",0.094677384614355
"790",0.11350627984259
"792",0.0625194156894817
"794",0.286372357952905
"799",0.0507986867408996
"800",0.0528760417284336
"806",0.0147314525836288
"810",0.0361463377079639
"811",0.0954396739251435
"813",0.0514867188413351
"816",0.0148995974926506
"817",0.0143630671238718
"818",0.0716398790184932
"820",0.117645563455229
"821",0.0508842125013648
"823",0.051660099049726
"827",0.0490214423622301
"828",0.0149126097335072
"830",0.00963710682692189
"831",0.0648496335883976
"832",0.0624728818390493
"835",0.0471836164131563
"836",0.0496448372448433
"840",0.112352255124118
"849",0.0497410341263742
"852",0.022980989876275
"853",0.0108742307061171
"856",0.0449981379817909
"857",0.247694565094823
"859",0.086177143704294
"862",0.0301238721533735
"865",0.0900718549750578
"866",0.0550471918717117
"868",0.0368725809032104
"869",0.0183865000141879
"870",0.0891106423493594
"871",0.236477270528606
"874",0.0131495661302842
"875",0.040005475871183
"876",0.0523591547889417
"878",0.115963289891552
"880",0.0386759812742547
"886",0.0856971012898479
"887",0.0931691460235756
"888",0.0770845202482884
"889",0.0640481780442153
"891",0.0901445097771722
"892",0.0410145915934557
"893",0.052933708534719
"895",0.014188489618781
"898",0.0870959985106746
"901",0.0437209866210873
"903",0.00480867218988903
"905",0.0507986867408996
"906",0.0681269721163045
"908",0.0422268812910342
"910",0.051660099049726
"911",0.0504579424937444
"912",0.102943127153185
"914",0.0273084131345792
"916",0.163603485078027
"918",0.0661293665990785
"919",0.0363102854762478
"922",0.138251216157365
"923",0.0672323333247864
"926",0.0274973548787422
"928",0.0827512507500613
"929",0.053067140698102
"930",0.0690326345299459
"931",0.00762678532734731
"934",0.0281202283852376
"935",0.0297379335106666
"936",0.0520085168500328
"940",0.0550747404405514
"941",0.0868355669049796
"943",0.0683354930073263
"945",0.0499929516129864
"946",0.044018344997349
"947",0.0949054971742018
"948",0.0962074485358727
"949",0.0555377320419497
"950",0.0510556729961042
"951",0.109962238243898
"952",0.0142505973318149
"955",0.00767387785746664
"963",0.0423345307506739
"964",0.0582960822289084
"965",0.028569349697609
"967",0.0280235174750919
"968",0.0300462981399892
"972",0.0661293665990785
"973",0.0421552604061871
"981",0.0959765384733789
"982",0.0896370332350905
"983",0.0190936804091101
"984",0.0493654124893775
"988",0.0555842321719995
"989",0.0778444511825964
"990",0.047499195718613
"995",0.0418699365495293
"997",0.104110560655096
"998",0.0509270264675075
"1000",0.108487600196592
"1001",0.0529781506905724
"1002",0.0899267036400172
"1005",0.0216230648380365
"1006",0.0572828342462848
"1007",0.0687882190296554
"1008",0.0673992435587181
"1009",0.0747227299388719
"1011",0.064742236030733
"1017",0.0118076824272916
"1018",0.0493529900751117
"1019",0.0950350743353135
"1022",0.0330294984053254
"1024",0.0484463116095922
"1026",0.0914613522593367
"1029",0.068070735396438
"1030",0.0103804952329086
"1031",0.0125791090057281
"1033",0.0210677471637475
"1037",0.112061055820196
"1039",0.087590473228856
"1041",0.0601223397074419
"1043",0.038874151441431
"1046",0.0580873084978814
"1049",0.0285348774503375
"1052",0.066955001724753
"1057",0.155733832825095
"1058",0.0553520974211605
"1060",0.0949054971742018
"1066",0.0522712864892808
"1068",0.0691295847994455
"1069",0.295641649762892
"1070",0.00498570838761903
"1071",0.0205210698390576
"1075",0.0151752172701481
"1076",0.0419767159272881
"1077",0.0744780263526705
"1078",0.0526677939339967
"1082",0.0129895438757379
"1083",0.0279752832271788
"1085",0.0693751228638394
"1087",0.038184789144899
"1088",0.0596235412113973
"1089",0.019929310846071
"1090",0.0347527011239807
"1091",0.0741550050333503
"1092",0.0371251696719749
"1095",0.0151619794136504
"1097",0.0149517136440592
"1101",0.0677007906321009
"1104",0.0803618142942873
"1105",0.0941470303404672
"1106",0.0279752832271788
"1107",0.055398451241441
"1108",0.0550471918717117
"1109",0.0497410341263742
"1112",0.058539798308403
"1116",0.0912406834485621
"1119",0.0219821431906731
"1120",0.0498668421393399
"1122",0.0440445020142199
"1124",0.0278070975351818
"1129",0.059079340830508
"1133",0.0308652326129619
"1139",0.0507986867408996
"1140",0.0675498610195475
"1141",0.0705862499895046
"1146",0.0493238431314378
"1148",0.0666236056203566
"1150",0.011491406891064
"1151",0.0290552895488233
"1152",0.0377961540488793
"1153",0.0523591547889417
"1154",0.0832707320105739
"1155",0.0866459435158291
"1156",0.126826204520246
"1157",0.0367469070823457
"1159",0.0273791179629795
"1160",0.636943028499731
"1161",0.0700071050656545
"1163",0.0943739982864897
"1164",0.0151619794136504
"1166",0.0509270264675075
"1170",0.0276875666642885
"1171",0.089977573154992
"1172",0.0912922216908148
"1174",0.0866741743015971
"1175",0.0200682513194029
"1179",0.0197398053894679
"1182",0.0994926543240065
"1187",0.148164471072502
"1188",0.019467309410041
"1192",0.0284857888413352
"1194",0.0949054971742018
"1195",0.0389072743914826
"1196",0.0223334758564507
"1201",0.0107133837627623
"1205",0.0414806303972414
"1207",0.062296517636925
"1209",0.0955699034025054
"1212",0.087590473228856
"1213",0.0522712864892808
"1215",0.0556773423770155
"1218",0.0195690606280055
"1219",0.103369027281809
"1222",0.0514867188413351
"1225",0.0550747404405514
"1229",0.0552132549503216
"1232",0.0277114328362575
"1233",0.0271441246670052
"1234",0.0326635379968397
"1237",0.0264736791696269
"1240",0.0387419300293973
"1242",0.197855968125299
"1243",0.0753377254007828
"1244",0.0525662499440342
"1247",0.088372633366379
"1250",0.0267953070163706
"1251",0.0201906022310579
"1254",0.0569487762367586
"1258",0.0278070975351818
"1260",0.0306196991564021
"1262",0.0233620798329085
"1267",0.0499508815868007
"1270",0.0629416348140113
"1273",0.0671767818650294
"1275",0.0705862499895046
"1276",0.0215668950417015
"1277",0.019929310846071
"1278",0.0559435707020965
"1282",0.0425867337627549
"1285",0.094298287895644
"1286",0.0575706337133397
"1289",0.0765003346454582
"1292",0.038874151441431
"1293",0.055398451241441
"1294",0.0382173480756017
"1296",0.0520085168500328
"1298",0.133640455169592
"1301",0.0279752832271788
"1305",0.0747840212133474
"1308",0.0757709849866417
"1309",0.0144637743066328
"1310",0.0952639580161133
"1311",0.0440445020142199
"1312",0.0720535297967435
"1314",0.026065672027461
"1315",0.0152815305865081
"1316",0.0194504013631992
"1317",0.0369671074247207
"1318",0.0949054971742018
"1319",0.0661130190505471
"1320",0.0475956103611485
"1322",0.0302535936119
"1328",0.0278070975351818
"1329",0.0105087180141422
"1330",0.117949346862178
"1331",0.05209596771346
"1332",0.0707608549689962
"1335",0.0197518334535351
"1338",0.0495737579476238
"1340",0.053964833067015
"1341",0.0520391634071195
"1342",0.0672879274088365
"1345",0.0379576213782425
"1347",0.074380503657424
"1348",0.0305749828670998
"1350",0.0421194935263119
"1353",0.0705281368548931
"1354",0.0283634256799127
"1356",0.00644291716092977
"1357",0.0603281620671724
"1360",0.0571872017431083
"1364",0.0568869980889021
"1365",0.0922745825869649
"1366",0.0119669215311592
"1367",0.0419410939013735
"1368",0.0212826645188901
"1369",0.0191985013993471
"1372",0.0247216158837732
"1374",0.055570336319949
"1375",0.065622301451836
"1377",0.0385444068612089
"1379",0.0430153108235159
"1383",0.0313837080390062
"1386",0.0688450047108918
"1387",0.0925719097516642
"1388",0.030680221107492
"1391",0.0502883829818742
"1393",0.136905795378275
"1395",0.0377317520536469
"1396",0.187762589934929
"1400",0.0497410341263742
"1401",0.0271675354906642
"1407",0.0206514770105849
"1408",0.306172732626862
"1415",0.0513441484504961
"1416",0.0281444567083635
"1421",0.074661484843714
"1424",0.0307065854256926
"1426",0.0337444290221985
"1427",0.0149126097335072
"1428",0.0900501594326968
"1429",0.0910938371059489
"1432",0.0779080874460917
"1436",0.091882037904019
"1438",0.0673992435587181
"1442",0.0872370187614684
"1445",0.0665685212334536
"1446",0.0436839518774974
"1448",0.0827582290471599
"1449",0.0705281368548931
"1451",0.0499088451034568
"1452",0.0407713024873272
"1453",0.0306538787095234
"1457",0.0712870665720754
"1458",0.049812340695424
"1459",0.0403231413687732
"1460",0.0145143884866365
"1461",0.0210440242508078
"1463",0.0495737579476238
"1464",0.0844484283298376
"1466",0.0325517251130786
"1467",0.00705246420460173
"1469",0.111761389643939
"1470",0.0231006736346465
"1474",0.0577150420570697
"1475",0.0768956026334686
"1480",0.0909985925179906
"1481",0.0915867028676093
"1482",0.0912406834485621
"1483",0.151493994432505
"1485",0.151471363831642
"1488",0.100289418661812
"1489",0.071345757042258
"1493",0.062571374107432
"1497",0.0374337051902868
"1499",0.0382825459306298
"1501",0.0912406834485621
"1502",0.0957999388148125
"1504",0.0174662513042095
"1505",0.0281444567083635
"1509",0.115057926593254
"1514",0.0672323333247864
"1515",0.0106758807524873
"1518",0.0110762245963892
"1524",0.0353914190307909
"1527",0.0233823071782343
"1528",0.0953631986333658
"1529",0.0277281808576601
"1530",0.0949054971742018
"1531",0.0659490688291331
"1532",0.0284612752855971
"1533",0.0403231413687732
"1534",0.0240802978934785
"1535",0.0751527402030687
"1537",0.051746996037814
"1538",0.249647580553887
"1539",0.0192151947630687
"1546",0.0307593798908306
"1547",0.0382173480756017
"1548",0.0332281911615127
"1549",0.120771468559034
"1551",0.088372633366379
"1553",0.0143630671238718
"1554",0.0482953350882116
"1555",0.027214416033431
"1556",0.0380872721008971
"1557",0.094298287895644
"1558",0.0509270264675075
"1559",0.0914393556627387
"1561",0.0504877240198525
"1563",0.0509270264675075
"1565",0.0460375932306757
"1567",0.0766443727048525
"1571",0.0177900992256397
"1572",0.0769585279655876
"1574",0.0145143884866365
"1575",0.0815485583756395
"1577",0.03593084399782
"1580",0.0382173480756017
"1581",0.0207539055016417
"1582",0.00785823866668607
"1583",0.108487600196592
"1584",0.0699494328514537
"1588",0.0147314525836288
"1589",0.0142344391137199
"1590",0.0206514770105849
"1592",0.0290053324040382
"1594",0.00554053880188298
"1595",0.0343859029028209
"1596",0.0269505992719233
"1599",0.0494486508685314
"1600",0.00867869235638706
"1603",0.0142381543915035
"1607",0.0519648434648127
"1608",0.0145017186049657
"1611",0.089977573154992
"1614",0.0283878574208103
"1617",0.014539760977882
"1619",0.0956236297331885
"1622",0.0396766170761677
"1623",0.0202784427282838
"1624",0.0144637743066328
"1625",0.0377961540488793
"1631",0.0693751228638394
"1632",0.0203666574375514
"1633",0.0708774798786573
"1639",0.0180536245375324
"1643",0.0809532032552667
"1644",0.0641703997903732
"1646",0.0368317308657222
"1647",0.0943739982864897
"1648",0.0527562916615634
"1654",0.0992547252743042
"1655",0.0559435707020965
"1658",0.0936945614005575
"1660",0.0324124790733682
"1662",0.309571616202518
"1664",0.0147959013532159
"1665",0.0283878574208103
"1667",0.022547308260288
"1671",0.0196030933881625
"1673",0.0888233440674965
"1674",0.0382825459306298
"1677",0.216776958917345
"1679",0.0269505992719233
"1683",0.0411192832314866
"1684",0.01984295205929
"1685",0.0145106021898685
"1687",0.0165768304297374
"1696",0.0383380888333108
"1698",0.0936945614005575
"1699",0.249647580553887
"1702",0.0384132621739897
"1705",0.0665685212334536
"1707",0.0464324162229332
"1708",0.0672323333247864
"1709",0.0575082221105536
"1714",0.0848675664861686
"1715",0.0371568600036822
"1721",0.01984295205929
"1723",0.0672323333247864
"1724",0.151813367668168
"1725",0.0527562916615634
"1727",0.0949054971742018
"1729",0.0369671074247207
"1730",0.094677384614355
"1731",0.0273319616702878
"1732",0.0195690606280055
"1736",0.0386759812742547
"1739",0.027951196349523
"1741",0.0487741690303032
"1746",0.0140896717632566
"1747",0.0148606278276129
"1749",0.147271954140562
"1750",0.0569963864964439
"1755",0.0197398053894679
"1758",0.0274500006886735
"1761",0.0204552478837998
"1762",0.0350511905025711
"1764",0.0425037541015005
"1769",0.0899267036400172
"1771",0.0472752814218685
"1772",0.052933708534719
"1779",0.0594251090709241
"1780",0.0382173480756017
"1782",0.0596732461288045
"1783",0.0675498610195475
"1784",0.0235447424630216
"1785",0.0194504013631992
"1786",0.0379156165793009
"1788",0.0757959665599015
"1789",0.0105548906101623
"1790",0.122190055811157
"1791",0.0200334275042119
"1793",0.0573020982268428
"1795",0.0493654124893775
"1799",0.00800466248182533
"1800",0.0228837716595944
"1801",0.0670103829594065
"1802",0.0225668464609474
"1804",0.0897093718756391
"1805",0.181558668557645
"1806",0.0920521504912294
"1807",0.0222755026560255
"1808",0.0751527402030687
"1810",0.0904356572259658
"1811",0.0672157327415089
"1814",0.201937869189684
"1816",0.0683523498778794
"1817",0.0887516502313316
"1818",0.0894925137014622
"1820",0.0949054971742018
"1822",0.0367689093837938
"1824",0.0520522249248601
"1825",0.0120194232713241
"1828",0.11880933213467
"1830",0.0349404252874127
"1833",0.027004071019255
"1834",0.0205263917997652
"1835",0.0930195136329457
"1838",0.0667891128419084
"1839",0.151129993177153
"1840",0.0310513240569458
"1841",0.0170901004953444
"1847",0.00546296267078232
"1848",0.0603732012659981
"1850",0.0692036825781388
"1852",0.0555377320419497
"1854",0.0696617303300755
"1858",0.0148995974926506
"1859",0.0579564785044579
"1863",0.0969031595434452
"1864",0.0894925137014622
"1865",0.0106291845682504
"1869",0.027214416033431
"1872",0.0296868385269855
"1873",0.0314187127836011
"1875",0.0520085168500328
"1878",0.186912823496367
"1881",0.0515300122326013
"1889",0.0511416081126404
"1893",0.0494486508685314
"1894",0.0660036768745051
"1896",0.0499383195832873
"1901",0.0907276512507797
"1902",0.116756098752858
"1903",0.00498570838761903
"1904",0.0370935053270537
"1905",0.0282902528751479
"1907",0.0894925137014622
"1908",0.0316351680024739
"1911",0.0511846269719083
"1912",0.0285594525357438
"1913",0.0912922216908148
"1915",0.0422520208166894
"1916",0.0905085762931923
"1923",0.0370935053270537
"1925",0.154340795077099
"1926",0.0202081404665487
"1927",0.069260785721424
"1929",0.0726482816226046
"1930",0.052447162621577
"1933",0.0905815483004095
"1934",0.0828657526841649
"1938",0.027284884318567
"1940",0.0573786169401522
"1941",0.0653131998651991
"1943",0.0442801153209179
"1944",0.0692036825781388
"1946",0.11666474569619
"1948",0.0151619794136504
"1949",0.0145017186049657
"1951",0.0633610565120524
"1954",0.05140023523626
"1961",0.195336625820546
"1969",0.0644210359073905
"1971",0.0900718549750578
"1978",0.038973601549237
"1980",0.11666474569619
"1983",0.0520085168500328
"1984",0.0888950901684098
"1986",0.0599722914388506
"1988",0.140901613669968
"1990",0.0907276512507797
"1994",0.0596235412113973
"1997",0.0155505321771774
"1998",0.0156048891153016
"1999",0.051660099049726
"2000",0.084929270239264
"2005",0.0555377320419497
"2006",0.0271909659409793
"2008",0.0276160879035605
"2009",0.0502038057138509
"2011",0.0690725817991958
"2012",0.0278790565118313
"2015",0.0566024109044261
"2016",0.0504579424937444
"2017",0.05209596771346
"2021",0.0946014562597682
"2025",0.118623907523493
"2026",0.0382825459306298
"2027",0.0705862499895046
"2030",0.064260992828365
"2031",0.241602396691844
"2033",0.0814822112971409
"2037",0.00656719643059927
"2039",0.0369040638869346
"2040",0.0320531285041819
"2042",0.052933708534719
"2044",0.0835011875321211
"2045",0.0574122362427922
"2046",0.0952867781656423
"2047",0.0532902334157363
"2049",0.0705862499895046
"2050",0.0333081334366686
"2054",0.010353220987181
"2055",0.0372838815894657
"2056",0.0506579198070495
"2057",0.0175119323468259
"2059",0.0397103955217949
"2060",0.0775714363523519
"2064",0.094677384614355
"2069",0.0498962931163586
"2071",0.0517340069315126
"2073",0.0203666574375514
"2074",0.0319981867967541
"2075",0.0387749448644873
"2076",0.00486411755044931
"2078",0.0503307222022846
"2079",0.215261965164334
"2080",0.0281444567083635
"2081",0.120677403024948
"2083",0.143942322853954
"2089",0.016684107840926
"2091",0.192814247066002
"2093",0.115419331686404
"2096",0.042395693385444
"2098",0.0374113205295967
"2099",0.0304361131990523
"2101",0.0292559540767046
"2102",0.0514434598505614
"2103",0.202366644820746
"2104",0.0253488457457976
"2112",0.0705281368548931
"2115",0.104110560655096
"2116",0.00754672154091264
"2117",0.0493238431314378
"2119",0.0695469561298713
"2120",0.0245237182954079
"2121",0.0386759812742547
"2122",0.0753377254007828
"2128",0.0965161007492508
"2130",0.0751527402030687
"2131",0.0672157327415089
"2132",0.0639365147418152
"2134",0.0905085762931923
"2136",0.0246703369447638
"2139",0.0273555299412366
"2140",0.0498668421393399
"2141",0.0251742848316665
"2143",0.0906545732766083
"2144",0.0440445020142199
"2146",0.0375391780798623
"2148",0.0196030933881625
"2149",0.036549844831925
"2150",0.00686871766860543
"2151",0.0705862499895046
"2154",0.0145017186049657
"2156",0.094829405042602
"2160",0.05209596771346
"2161",0.250644894080459
"2162",0.0523152032096124
"2164",0.0504579424937444
"2165",0.019632088116353
"2167",0.0863449505621098
"2170",0.0813298822794225
"2171",0.0370935053270537
"2172",0.0705862499895046
"2173",0.0493238431314378
"2175",0.0370524199499355
"2176",0.0709942823189447
"2177",0.184700511386376
"2178",0.027639894213637
"2182",0.0705862499895046
"2184",0.0108933102041234
"2185",0.0322738088136653
"2186",0.0351111841556965
"2193",0.0322185014326538
"2194",0.0233823071782343
"2196",0.0517904963370881
"2197",0.0311501583204273
"2198",0.0200856854554381
"2199",0.0273791179629795
"2200",0.115600404125954
"2202",0.0744780263526705
"2203",0.0373061929536585
"2204",0.101495194916402
"2205",0.024142852186668
"2206",0.0373157021485252
"2209",0.0697766797390489
"2210",0.027004071019255
"2211",0.122990952420189
"2212",0.0204197665190334
"2213",0.0267653110351419
"2215",0.0203313265509288
"2217",0.0087652584143443
"2218",0.0229611015365223
"2219",0.048108421534938
"2220",0.0553057801158555
"2221",0.0230547480053382
"2222",0.11383672893981
"2223",0.0672879274088365
"2224",0.0896370332350905
"2226",0.0701225814247663
"2228",0.0384787808820642
"2229",0.0193442321618609
"2230",0.0505302221415676
"2231",0.052933708534719
"2232",0.0194335077105425
"2233",0.0271605394009074
"2235",0.0686747777840322
"2236",0.0661293665990785
"2237",0.134288028355731
"2240",0.0184731056291822
"2245",0.108487600196592
"2246",0.153878718215792
"2250",0.0958228737583204
"2251",0.0162011638574269
"2252",0.0290552895488233
"2253",0.0384787808820642
"2256",0.0910204937070315
"2257",0.0701803856249078
"2260",0.0337444290221985
"2263",0.111972910579354
"2265",0.0173903761997268
"2266",0.010090554432428
